NQUEST;Srvyr;DURACAO;Upload;Status;DINI;DFIM;VERSAO;PF1;IDADE1;SEXO;P1;P2;P3;P4;P5;P6;P7;P8;PEA;PARTIDO;ESCOLA;RENDAF;PONTO;PESQ
5880468;tab05;0:03:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;3;4;,5;1;2;4;1;1;1;2;5;3;3142;13633
5880478;tab10;0:03:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;3;4;2;1;1;3;99;99;12;96;1;3;3271;11248
5880484;tab16;0:07:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;58;2;2;5;5;99;1;4;2;2;11;96;5;1;2143;898
5880485;tab16;0:09:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;3;99;,5;99;2;4;1;1;16;96;1;1;2143;898
5880505;tab30;0:04:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;1;3;5;3;1;2;4;2;1;2;2;5;2;2046;5385
5880523;tab13;0:05:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;1;2;2;6;99;2;2;2;1;3;98;7;4;1222;13222
5880529;tab23;0:06:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;1;4;3;6;1;2;4;1;2;13;96;2;2;3160;2226
5880546;tab29;0:04:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;4;99;,5;1;2;4;2;2;1;2;2;2;380;11150
5880547;tab33;0:03:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;2;5;,5;1;2;4;2;99;1;96;5;2;2000;13178
5880588;tab09;0:09:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;3;99;7;1;2;2;2;2;7;96;5;3;3844;12583
5880594;tab37;0:03:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;2;2;7;1;2;2;2;1;1;96;5;4;3547;11628
5880620;tab25;0:05:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;24;1;2;2;6;1;1;4;1;1;1;2;5;6;620;3261
5880622;tab28;0:05:37;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;2;5;4;1;2;4;1;1;16;96;4;4;1941;11479
5880639;tab08;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;41;2;2;4;6;1;2;2;2;1;4;96;7;5;3603;12008
5880650;tab39;0:03:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;6;1;1;4;1;2;13;96;6;2;2822;13204
5880671;tab21;0:05:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;54;2;2;3;5;1;2;2;1;2;7;2;5;3;3639;11759
5880699;tab04;0:05:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;3;5;1;2;2;2;1;13;96;6;3;3457;13266
5880701;tab06;0:03:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;2;3;5;,5;1;2;4;1;99;15;2;7;3;3081;13260
5880710;tab30;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;1;2;4;4;1;2;1;2;2;4;96;5;5;2046;5385
5880722;Tab24;0:31:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;1;2;3;7;1;2;2;2;1;3;96;7;2;2263;13334
5880755;tab33;0:03:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;4;4;1;2;4;1;1;13;96;6;97;2000;13178
5880766;tab07;0:03:20;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;1;5;5;1;2;2;2;1;1;96;6;3;3373;13239
5880817;tab35;0:22:25;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;75;2;2;99;2;99;99;4;99;99;11;5;2;99;802;5621
5880857;tab09;0:04:59;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;4;2;5;1;1;4;2;2;7;2;4;1;3844;12583
5880863;tab37;0:03:04;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;99;5;1;2;4;2;99;1;96;5;1;3547;11628
5880892;tab32;0:03:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;1;10;1;2;1;2;1;1;96;8;6;825;10348
5880911;tab29;0:03:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;1;1;4;,5;1;2;1;2;1;1;96;5;1;380;11150
5880918;tab23;0:07:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;5;9;1;2;4;2;2;2;96;2;1;3160;2226
5880953;tab27;0:22:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;2;3;5;1;2;4;2;1;11;96;2;2;1882;11645
5880983;tab39;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;2;2;8;1;1;4;1;99;10;96;5;3;2822;13204
5880990;tab30;0:05:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;1;3;8;2;1;1;1;1;12;2;2;1;2046;5385
5880999;Tab24;0:03:41;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;1;3;5;1;2;1;2;1;7;96;6;4;2263;13334
5881021;tab20;0:18:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;1;3;5;,5;1;1;4;2;1;1;2;5;1;1809;12585
5881041;tab33;0:02:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;1;3;2;1;2;1;1;2;2;96;5;4;2000;13178
5881043;tab08;0:10:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;1;2;3;6;1;2;1;2;1;7;96;7;3;3603;12008
5881045;tab25;0:11:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;5;,5;1;2;1;2;2;4;96;5;1;620;3261
5881046;tab31;0:04:34;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;3;9;1;2;3;2;2;7;2;5;1;53;13518
5881068;tab23;0:03:49;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;1;2;2;8;1;2;1;2;99;12;2;6;4;3160;2226
5881072;tab32;0:04:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;1;1;5;,5;1;2;2;1;2;1;96;8;4;825;10348
5881111;tab35;0:09:04;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;2;2;8;1;2;4;2;2;11;2;5;3;802;5621
5881115;tab09;0:07:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;91;2;1;5;,5;1;2;1;2;1;12;96;1;3;3844;12583
5881122;tab10;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;1;1;3;5;1;2;1;2;1;3;2;8;4;3271;11248
5881129;tab14;0:04:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;54;2;2;3;5;99;1;4;1;1;11;2;2;1;183;6248
5881372;tab16;0:14:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;2;2;2;8;1;1;2;1;1;11;2;7;1;2143;898
5881374;tab28;0:17:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;1;3;9;1;2;1;1;2;11;96;2;1;1941;11479
5881394;tab12;0:30:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;2;2;3;5;1;2;2;2;2;11;2;3;1;2496;4352
5881408;tab04;0:05:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;2;5;1;2;2;2;2;1;14;3;2;3457;13266
5881458;tab25;0:05:53;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;51;2;2;3;8;1;1;4;1;99;11;2;5;97;620;3261
5881522;tab06;0:03:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;2;4;3;7;1;2;4;1;2;11;2;1;1;3081;13260
5881523;tab06;0:04:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;4;5;2;1;1;4;1;1;10;2;2;1;3081;13260
5881530;tab32;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;5;,5;1;2;4;2;2;1;96;3;3;825;10348
5881546;tab23;0:08:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;4;5;,5;1;2;4;2;2;12;96;2;1;3160;2226
5881570;tab30;0:08:33;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;48;1;1;4;1;1;2;2;2;1;7;4;5;3;2046;5385
5881587;tab02;0:28:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;47;1;2;5;,5;1;2;1;2;2;1;2;2;1;2091;13467
5881595;tab21;0:05:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;1;2;5;5;1;2;2;2;2;1;2;2;2;3639;11759
5881691;tab22;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;40;1;1;3;9;1;2;1;2;1;1;96;5;4;466;13179
5881695;tab37;0:03:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;4;2;10;1;2;4;2;1;2;96;5;2;3547;11628
5881728;tab27;0:14:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;4;2;10;2;2;4;2;1;1;96;4;1;1882;11645
5881738;tab04;0:04:33;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;56;1;1;3;8;1;2;1;2;2;4;96;7;5;3457;13266
5881773;tab11;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;2;2;3;3;1;1;4;99;99;1;96;3;1;1506;13221
5881802;tab10;0:04:05;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;2;4;,5;2;2;1;2;1;1;96;6;97;3271;11248
5881803;tab35;0:12:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;4;3;2;2;2;4;2;1;13;2;4;2;802;5621
5881818;tab09;0:05:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;2;2;4;5;1;2;4;1;1;1;4;2;3;3844;12583
5881837;tab08;0:16:02;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;4;5;,5;1;2;3;99;99;1;4;1;1;3603;12008
5881871;tab20;0:04:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;2;1;1;8;1;2;1;2;2;10;1;8;4;1809;12585
5881876;tab28;0:10:44;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;2;2;2;10;1;2;1;1;1;11;96;5;6;1941;11479
5881877;tab29;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;1;2;3;7;1;2;4;2;1;1;96;2;1;380;11150
5881897;tab32;0:04:58;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;63;2;1;5;5;1;1;1;1;1;12;96;1;1;825;10348
5881941;tab02;0:05:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;1;4;4;1;2;1;2;1;4;96;6;3;2091;13467
5881954;tab25;0:11:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;1;2;5;1;2;2;2;1;3;96;7;3;620;3261
5881963;tab06;0:03:18;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;4;1;9;2;2;4;1;99;13;4;4;4;3081;13260
5881978;tab11;0:02:46;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;4;1;10;1;1;4;99;99;1;96;5;2;1506;13221
5881990;tab23;0:10:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;1;1;5;4;1;2;1;2;2;1;96;5;1;3160;2226
5881999;tab39;0:04:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;4;5;1;2;2;1;1;1;2;6;1;2822;13204
5882015;tab30;0:03:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;1;2;5;,5;1;2;2;2;1;1;96;3;1;2046;5385
5882026;tab22;0:06:27;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;50;1;3;99;10;99;1;2;99;1;10;2;6;1;466;13179
5882030;tab35;0:06:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;2;2;3;6;1;1;4;1;1;12;4;3;4;802;5621
5882034;tab04;0:04:51;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;1;2;3;4;1;2;2;2;2;1;96;7;3;3457;13266
5882134;tab23;0:03:35;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;4;1;2;3;2;1;7;96;5;2;3160;2226
5882138;tab28;0:06:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;52;2;2;3;7;1;2;1;2;1;10;96;7;5;1941;11479
5882159;tab20;0:04:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;4;2;7;1;2;4;2;1;2;2;5;3;1809;12585
5882205;tab08;0:09:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;2;4;99;5;1;1;4;1;1;1;2;5;1;3603;12008
5882228;tab13;0:04:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;2;2;5;3;1;2;2;1;2;3;96;7;2;1222;13222
5882231;tab14;0:03:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;2;3;6;1;2;4;1;2;13;96;6;1;183;6248
5882262;tab30;0:04:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;51;1;2;4;6;2;2;2;2;1;9;2;2;2;2046;5385
5882384;tab27;0:17:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;1;3;1;10;1;2;4;1;1;7;96;2;1;1882;11645
5882489;tab07;0:02:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;2;4;5;1;2;2;2;1;3;96;7;3;631;13239
5882495;tab20;0:04:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;2;1;5;,5;1;2;1;2;2;11;4;5;1;1809;12585
5882569;tab30;0:04:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;2;4;6;1;2;4;1;2;10;2;5;2;2046;5385
5882581;Tab24;0:32:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;35;1;2;3;7;1;2;2;2;1;1;2;5;2;2263;13334
5882605;tab32;0:04:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;2;3;2;1;2;2;2;99;7;96;7;5;825;10348
5882617;tab04;0:04:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;80;1;3;99;99;99;99;4;99;99;4;96;1;3;3457;13622
5882678;tab28;0:13:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;4;99;6;1;2;4;2;1;7;96;5;3;1941;11479
5882716;tab07;0:03:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;1;2;5;2;1;1;4;1;1;10;96;7;2;631;13239
5882744;tab10;0:04:40;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;56;2;2;5;,5;1;2;4;1;1;1;96;4;4;3271;11248
5882859;tab27;0:11:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;3;6;1;2;4;2;2;7;2;4;1;1882;11645
5882923;tab30;0:04:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;2;5;,5;1;2;4;2;2;16;96;5;3;2046;5385
5882972;tab21;0:12:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;1;2;5;4;1;2;2;2;1;1;2;2;1;3639;11759
5882982;tab11;0:04:08;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;69;2;1;3;4;1;2;1;2;1;12;4;3;2;1506;13221
5883019;tab07;0:04:26;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;37;1;2;3;5;1;2;4;2;1;1;96;7;3;631;13239
5883065;tab14;0:05:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;2;4;99;5;1;99;4;1;1;1;2;5;3;183;6248
5883098;tab08;0:23:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;2;3;6;1;2;4;99;99;13;4;6;1;3603;12008
5883120;tab25;0:31:29;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;2;3;2;7;1;1;4;1;99;7;2;2;1;620;3261
5883132;tab04;0:04:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;2;3;3;1;1;2;2;2;11;96;7;2;3457;13266
5883161;tab13;0:24:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;23;1;2;4;5;1;99;2;1;1;8;96;5;1;1222;13222
5883278;tab27;0:12:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;22;2;2;3;5;1;2;4;2;1;2;96;5;3;1882;11645
5883280;tab30;0:05:15;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;44;2;2;2;6;1;2;4;1;1;1;96;5;2;2046;5385
5883306;tab10;0:04:19;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;17;1;2;2;8;1;1;4;1;1;1;96;4;4;3271;11248
5883379;tab07;0:02:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;2;4;3;3;99;2;4;99;99;1;96;6;3;631;13239
5883388;tab11;0:03:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;2;4;3;5;1;1;3;1;1;10;96;2;1;1506;13221
5883503;tab28;0:22:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;1;3;5;3;1;2;4;2;1;1;96;5;2;1941;11479
5883552;tab04;0:04:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;27;2;2;2;8;1;2;1;2;1;1;96;7;2;3457;13266
5883738;tab14;0:05:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;2;3;99;5;1;2;3;1;1;1;96;1;1;183;6248
5883826;Tab24;0:30:55;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;2;5;,5;1;2;4;2;1;13;14;6;4;2263;13334
5883929;tab02;0:51:56;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;32;2;3;5;4;1;2;4;2;1;1;96;7;5;2091;13467
5884035;tab30;0:03:54;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;2;4;2;1;2;2;1;1;2;96;5;1;2046;5385
5884048;tab21;0:03:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;2;2;2;8;1;2;1;2;1;1;96;8;4;3639;11759
5884080;tab28;0:15:33;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;2;2;2;9;1;2;1;2;1;10;4;6;1;1941;11479
5884412;tab28;0:08:41;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;26;2;2;4;5;1;2;1;2;1;1;96;5;2;1941;11479
5884458;tab30;0:06:07;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;1;2;99;99;1;2;4;99;99;2;96;5;2;2046;5385
5884685;tab30;0:03:45;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;17;2;2;99;99;99;99;2;1;1;2;96;4;4;2046;5385
5884775;tab28;0:08:21;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;21;2;2;5;,5;1;2;1;2;1;1;96;5;3;1941;11479
5884783;tab21;0:03:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;37;2;1;1;6;1;2;1;2;1;1;96;6;3;3639;11759
5884806;tab14;0:04:44;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;45;2;3;5;,5;1;2;4;99;2;1;96;5;2;183;6248
5884889;tab30;0:04:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;2;2;3;5;1;2;4;2;1;1;2;5;2;2046;5385
5885002;tab28;0:05:24;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;1;2;3;4;1;2;4;2;2;1;4;7;4;1941;11479
5885023;tab17;0:06:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;51;1;1;5;,5;1;2;1;1;99;4;96;3;1;386;13660
5885024;tab17;0:04:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;3;4;,5;1;2;4;2;1;7;96;6;3;386;13660
5885025;tab17;0:04:27;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;1;4;5;,5;1;2;4;2;2;7;96;5;4;386;13660
5885026;tab17;0:04:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;47;2;3;3;7;1;2;3;1;99;2;96;5;1;386;13660
5885027;tab17;0:04:28;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;39;1;2;2;8;2;1;4;1;1;16;2;3;2;386;13660
5885028;tab17;0:04:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;1;3;6;1;2;1;2;99;12;96;4;4;386;13660
5885029;tab17;0:03:36;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;2;3;6;1;2;4;2;2;1;96;5;1;386;13660
5885030;tab17;0:05:43;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;20;1;4;2;8;2;1;4;1;1;2;95;5;2;386;13660
5885031;tab17;0:05:09;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;53;1;3;3;3;1;2;4;2;2;2;1;1;3;386;13660
5885032;tab17;0:05:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;68;1;1;5;3;1;2;1;2;99;12;4;7;4;386;13660
5885033;tab17;0:04:47;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;66;2;1;3;5;99;1;1;1;99;11;96;4;1;386;13660
5885046;tab17;0:04:03;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;29;1;2;3;4;1;2;2;2;1;2;4;5;3;386;13660
5885047;tab17;0:03:14;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;30;1;2;5;2;1;2;4;2;1;1;2;5;2;386;13660
5885048;tab17;0:03:42;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;16;2;2;5;2;1;2;4;99;99;13;96;4;5;386;13660
5885049;tab17;0:05:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;51;2;2;2;5;1;2;2;1;1;12;2;5;2;386;13660
5885050;tab17;0:08:38;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;33;2;2;5;,5;1;2;2;2;1;1;2;6;3;386;13660
5885051;tab17;0:04:12;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;42;2;3;5;3;1;2;4;1;2;7;96;5;2;386;13660
5885052;tab17;0:05:00;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;18;2;2;4;4;1;2;3;2;1;9;96;6;2;386;13660
5885079;Tab34;0:04:06;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;33;1;1;3;7;1;2;1;2;2;1;96;5;2;1071;4987
5885080;Tab34;0:04:45;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;57;2;1;2;8;1;2;1;1;1;12;96;7;97;1071;4987
5885081;Tab34;0:03:51;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;30;1;2;3;4;1;1;2;1;99;1;96;7;4;1071;4987
5885082;Tab34;0:06:15;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;66;1;2;3;5;1;1;1;2;1;7;96;3;4;1071;4987
5885083;Tab34;0:03:20;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;57;2;1;5;,5;1;2;1;2;2;1;96;3;2;1071;4987
5885084;Tab34;0:02:58;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;44;1;1;4;1;1;2;1;2;1;1;96;6;4;1071;4987
5885085;Tab34;0:04:53;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;67;2;1;3;6;1;2;1;2;1;12;4;7;4;1071;4987
5885086;Tab34;0:03:34;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;52;1;1;2;7;1;2;1;2;1;1;4;8;4;1071;4987
5885087;Tab34;0:05:36;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;38;1;1;4;3;2;1;1;1;1;1;2;3;2;1071;4987
5885088;Tab34;0:03:16;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;38;2;1;2;10;1;2;2;2;2;1;96;8;6;1071;4987
5885089;Tab34;0:03:32;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;32;2;2;5;4;1;2;4;1;99;1;1;5;1;1071;4987
5885101;Tab34;0:03:24;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;30;2;2;2;8;1;2;2;2;1;13;96;6;5;1071;4987
5885102;Tab34;0:03:40;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;22;1;2;4;3;1;2;2;2;2;1;96;5;3;1071;4987
5885103;Tab34;0:02:57;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;45;1;2;3;7;1;2;2;2;99;1;4;8;5;1071;4987
5885104;Tab34;0:03:23;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;37;2;2;3;4;1;2;4;1;1;1;96;8;4;1071;4987
5885105;Tab34;0:02:59;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;21;1;2;5;2;1;2;4;2;2;1;96;6;4;1071;4987
5885106;Tab34;0:03:19;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;24;2;1;3;4;1;2;1;2;1;1;96;7;3;1071;4987
5885107;Tab34;0:03:20;9/17/2013;Approved;9/17/2013;9/17/2013;10;1;24;2;2;5;3;1;99;2;2;2;1;96;7;3;1071;4987
5885447;tab27;0:52:50;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;2;2;5;,5;1;2;2;2;1;1;96;6;4;1882;11645
5885688;tab28;0:14:01;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;25;2;1;2;9;1;2;1;2;99;10;14;7;1;1941;11479
5885820;tab32;0:04:31;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;56;2;3;99;,5;1;2;4;1;1;7;2;3;1;825;10348
5885821;tab32;0:05:53;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;71;2;4;99;99;2;99;4;99;99;12;2;2;1;825;10348
5885860;tab11;0:03:48;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;43;1;2;3;7;1;2;2;2;1;1;96;5;4;1506;13221
5886187;tab04;0:05:32;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;55;2;1;4;,5;1;2;4;2;2;2;96;3;1;3457;13266
5886188;tab04;0:12:06;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;65;2;3;99;99;1;2;4;1;99;12;96;2;1;3457;13266
5886189;tab04;0:06:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;85;2;4;5;5;1;2;2;2;1;12;95;2;2;3457;13266
5886226;tab28;0:12:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;38;2;2;3;6;99;99;4;99;99;1;96;3;2;1941;11479
5886303;tab14;0:04:16;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;31;1;3;5;2;1;2;4;1;1;1;14;5;3;183;6248
5886627;tab13;0:20:13;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;28;2;2;3;6;1;2;2;2;1;3;96;7;2;1222;13222
5887711;tab26;0:36:23;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;2;2;5;1;2;2;2;2;12;4;5;2;3832;13114
5887712;tab26;0:10:17;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;73;1;2;5;,5;1;2;2;2;2;12;96;2;1;3832;13114
5887713;tab26;0:05:39;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;34;2;1;2;9;1;2;1;2;1;3;96;7;3;3832;13114
5887714;tab26;0:09:22;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;59;2;1;4;6;1;1;1;2;99;11;96;1;99;3832;13114
5887715;tab26;0:04:57;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;69;2;2;4;7;1;2;1;2;1;12;96;5;2;3832;13114
5887716;tab26;0:10:52;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;19;1;2;3;6;1;1;4;1;2;8;2;6;4;3832;13114
5887717;tab26;0:05:44;9/17/2013;Approved;9/17/2013;9/17/2013;11;1;36;2;4;99;99;99;2;4;99;1;1;96;5;2;3832;13114
